,latitude,longitude,mean_cloud_cover,median_cloud_cover,mode_cloud_cover,min_cloud_cover,max_cloud_cover
54871,51.75,-104.25,0.5498181818181819,0.453,0.0,0.035,1.0
54872,51.75,-103.75,0.4799090909090909,0.276,0.2,0.0,1.0
54873,51.75,-103.25,0.6671818181818182,0.764,1.0,0.0,1.0
54874,51.75,-102.75,0.6326363636363636,0.685,1.0,0.039,1.0
54875,51.75,-102.25,0.43845454545454543,0.402,0.0,0.0,1.0
54876,51.75,-101.75,0.7082727272727273,0.972,1.0,0.094,1.0
54877,51.75,-101.25,0.8417272727272728,1.0,1.0,0.0,1.0
54878,51.75,-100.75,0.8114545454545454,1.0,1.0,0.0,1.0
54879,51.75,-100.25,0.8708181818181818,1.0,1.0,0.283,1.0
54880,51.75,-99.75,0.7644545454545455,0.819,1.0,0.319,1.0
54881,51.75,-99.25,0.8930909090909089,0.953,1.0,0.539,1.0
54882,51.75,-98.75,0.9655454545454546,1.0,1.0,0.807,1.0
54883,51.75,-98.25,0.9140909090909092,0.961,0.8,0.685,1.0
54884,51.75,-97.75,0.7215454545454546,0.98,1.0,0.0,1.0
54885,51.75,-97.25,0.6907272727272726,0.579,0.4,0.161,1.0
54886,51.75,-96.75,0.6961818181818182,0.945,1.0,0.071,1.0
54887,51.75,-96.25,0.9090909090909091,1.0,1.0,0.0,1.0
54888,51.75,-95.75,0.9288181818181819,1.0,1.0,0.217,1.0
54889,51.75,-95.25,0.957,1.0,1.0,0.594,1.0
54890,51.75,-94.75,0.872909090909091,1.0,1.0,0.043,1.0
54891,51.75,-94.25,0.8872727272727274,1.0,1.0,0.213,1.0
54892,51.75,-93.75,0.9351818181818182,1.0,1.0,0.614,1.0
54893,51.75,-93.25,0.8919090909090909,1.0,1.0,0.047,1.0
54894,51.75,-92.75,0.8235454545454545,1.0,1.0,0.016,1.0
54895,51.75,-92.25,0.8175454545454545,1.0,1.0,0.0,1.0
54896,51.75,-91.75,0.82,1.0,1.0,0.004,1.0
54897,51.75,-91.25,0.815,1.0,1.0,0.0,1.0
54898,51.75,-90.75,0.6631818181818182,1.0,1.0,0.0,1.0
54899,51.75,-90.25,0.728909090909091,0.984,1.0,0.039,1.0
54900,51.75,-89.75,0.6846363636363637,0.972,1.0,0.0,1.0
54901,51.75,-89.25,0.737,1.0,1.0,0.0,1.0
54902,51.75,-88.75,0.7928181818181819,1.0,1.0,0.016,1.0
54903,51.75,-88.25,0.7791818181818182,1.0,1.0,0.0,1.0
54904,51.75,-87.75,0.6735454545454546,0.807,1.0,0.0,1.0
54905,51.75,-87.25,0.7741818181818182,1.0,1.0,0.0,1.0
54906,51.75,-86.75,0.7919999999999999,1.0,1.0,0.0,1.0
54907,51.75,-86.25,0.7136363636363637,0.937,1.0,0.055,1.0
54908,51.75,-85.75,0.6853636363636363,0.917,1.0,0.0,1.0
54909,51.75,-85.25,0.6930000000000001,0.886,1.0,0.0,1.0
54910,51.75,-84.75,0.8318181818181819,1.0,1.0,0.047,1.0
54911,51.75,-84.25,0.7820909090909091,1.0,1.0,0.0,1.0
54912,51.75,-83.75,0.7924545454545453,1.0,1.0,0.063,1.0
54913,51.75,-83.25,0.6624545454545454,1.0,1.0,0.0,1.0
54914,51.75,-82.75,0.757,0.957,1.0,0.0,1.0
54915,51.75,-82.25,0.7173636363636363,1.0,1.0,0.028,1.0
54916,51.75,-81.75,0.6424545454545455,1.0,1.0,0.0,1.0
54917,51.75,-81.25,0.6696363636363636,1.0,1.0,0.0,1.0
54918,51.75,-80.75,0.7433636363636363,1.0,1.0,0.0,1.0
54919,51.75,-80.25,0.7978181818181818,1.0,1.0,0.0,1.0
54920,51.75,-79.75,0.8167272727272727,1.0,1.0,0.0,1.0
54921,51.75,-79.25,0.7989090909090909,1.0,1.0,0.0,1.0
54922,51.75,-78.75,0.7179090909090909,1.0,1.0,0.0,1.0
54923,51.75,-78.25,0.7369090909090908,1.0,1.0,0.0,1.0
54924,51.75,-77.75,0.6441818181818182,0.976,1.0,0.0,1.0
54925,51.75,-77.25,0.5566363636363637,0.902,1.0,0.0,1.0
54926,51.75,-76.75,0.5476363636363636,0.524,1.0,0.0,1.0
54927,51.75,-76.25,0.5211818181818182,0.591,0.0,0.0,1.0
54928,51.75,-75.75,0.5597272727272727,1.0,1.0,0.0,1.0
54929,51.75,-75.25,0.6363636363636364,1.0,1.0,0.0,1.0
54930,51.75,-74.75,0.6399090909090909,1.0,1.0,0.0,1.0
54931,51.75,-74.25,0.7122727272727273,1.0,1.0,0.0,1.0
54932,51.75,-73.75,0.7087272727272727,1.0,1.0,0.0,1.0
54933,51.75,-73.25,0.6571818181818182,1.0,1.0,0.0,1.0
54934,51.75,-72.75,0.8407272727272727,1.0,1.0,0.402,1.0
54935,51.75,-72.25,0.7250909090909091,1.0,1.0,0.098,1.0
54936,51.75,-71.75,0.81,1.0,1.0,0.0,1.0
54937,51.75,-71.25,0.8149090909090909,1.0,1.0,0.004,1.0
54938,51.75,-70.75,0.8446363636363636,1.0,1.0,0.102,1.0
54939,51.75,-70.25,0.8268181818181819,1.0,1.0,0.071,1.0
54940,51.75,-69.75,0.8347272727272728,1.0,1.0,0.201,1.0
54941,51.75,-69.25,0.8753636363636363,1.0,1.0,0.224,1.0
54942,51.75,-68.75,0.9459090909090908,1.0,1.0,0.61,1.0
54943,51.75,-68.25,0.9155454545454546,1.0,1.0,0.555,1.0
54944,51.75,-67.75,0.8905454545454546,1.0,1.0,0.583,1.0
54945,51.75,-67.25,0.9187272727272727,1.0,1.0,0.433,1.0
54946,51.75,-66.75,0.8492727272727272,1.0,1.0,0.362,1.0
54947,51.75,-66.25,0.9406363636363637,1.0,1.0,0.634,1.0
54948,51.75,-65.75,0.9277272727272727,1.0,1.0,0.618,1.0
54949,51.75,-65.25,0.879,1.0,1.0,0.157,1.0
54950,51.75,-64.75,0.8821818181818183,1.0,1.0,0.358,1.0
54951,51.75,-64.25,0.8811818181818183,1.0,1.0,0.319,1.0
54952,51.75,-63.75,0.7150000000000001,0.992,1.0,0.0,1.0
54953,51.75,-63.25,0.927,1.0,1.0,0.429,1.0
54954,51.75,-62.75,0.8511818181818182,1.0,1.0,0.02,1.0
54955,51.75,-62.25,0.8124545454545455,1.0,1.0,0.035,1.0
54956,51.75,-61.75,0.903,0.996,0.8,0.142,1.0
54957,51.75,-61.25,0.8698181818181818,0.996,1.0,0.0,1.0
54958,51.75,-60.75,0.8007272727272727,1.0,1.0,0.0,1.0
54959,51.75,-60.25,0.6360909090909092,0.984,1.0,0.004,1.0
55540,51.25,-129.75,0.6306363636363636,0.976,1.0,0.0,1.0
55541,51.25,-129.25,0.6496363636363637,0.89,1.0,0.0,1.0
55542,51.25,-128.75,0.7040000000000001,1.0,1.0,0.0,1.0
55543,51.25,-128.25,0.5984545454545454,1.0,1.0,0.0,1.0
55544,51.25,-127.75,0.6156363636363635,0.866,1.0,0.012,1.0
55545,51.25,-127.25,0.7309090909090908,0.965,1.0,0.0,1.0
55546,51.25,-126.75,0.7692727272727272,1.0,1.0,0.012,1.0
55547,51.25,-126.25,0.7279090909090908,0.976,1.0,0.0,1.0
55548,51.25,-125.75,0.681090909090909,1.0,1.0,0.028,1.0
55549,51.25,-125.25,0.5751818181818182,0.697,1.0,0.024,1.0
55550,51.25,-124.75,0.6950909090909091,0.713,1.0,0.217,1.0
55551,51.25,-124.25,0.6878181818181818,0.965,1.0,0.035,1.0
55552,51.25,-123.75,0.695,0.933,1.0,0.004,1.0
55553,51.25,-123.25,0.8596363636363636,0.996,1.0,0.232,1.0
55554,51.25,-122.75,0.8456363636363636,1.0,1.0,0.248,1.0
55555,51.25,-122.25,0.8586363636363636,1.0,1.0,0.0,1.0
55556,51.25,-121.75,0.8608181818181818,1.0,1.0,0.0,1.0
55557,51.25,-121.25,0.8626363636363635,1.0,1.0,0.0,1.0
55558,51.25,-120.75,0.8278181818181818,1.0,1.0,0.02,1.0
55559,51.25,-120.25,0.8811818181818182,1.0,1.0,0.138,1.0
55560,51.25,-119.75,0.8670909090909089,1.0,1.0,0.228,1.0
55561,51.25,-119.25,0.8525454545454546,1.0,1.0,0.106,1.0
55562,51.25,-118.75,0.8800909090909091,1.0,1.0,0.173,1.0
55563,51.25,-118.25,0.8675454545454545,0.972,1.0,0.201,1.0
55564,51.25,-117.75,0.820909090909091,0.976,0.8,0.075,1.0
55565,51.25,-117.25,0.9012727272727272,0.961,0.8,0.378,1.0
55566,51.25,-116.75,0.9248181818181817,1.0,1.0,0.441,1.0
55567,51.25,-116.25,0.8760909090909091,1.0,1.0,0.346,1.0
55568,51.25,-115.75,0.8779090909090909,1.0,1.0,0.343,1.0
55569,51.25,-115.25,0.8798181818181819,1.0,1.0,0.52,1.0
55570,51.25,-114.75,0.8307272727272729,1.0,1.0,0.146,1.0
55571,51.25,-114.25,0.8392727272727272,1.0,1.0,0.283,1.0
55572,51.25,-113.75,0.5053636363636363,0.535,0.0,0.0,1.0
55573,51.25,-113.25,0.6402727272727272,0.98,1.0,0.012,1.0
55574,51.25,-112.75,0.6865454545454545,0.807,1.0,0.098,1.0
55575,51.25,-112.25,0.8031818181818182,0.965,1.0,0.457,1.0
55576,51.25,-111.75,0.6553636363636364,0.803,0.8,0.0,1.0
55577,51.25,-111.25,0.49436363636363634,0.528,0.0,0.0,1.0
55578,51.25,-110.75,0.637,0.85,1.0,0.0,1.0
55579,51.25,-110.25,0.5569999999999999,0.606,0.0,0.0,1.0
55580,51.25,-109.75,0.5936363636363636,0.681,0.0,0.0,1.0
55581,51.25,-109.25,0.6212727272727272,0.791,1.0,0.0,1.0
55582,51.25,-108.75,0.46245454545454545,0.654,0.0,0.0,1.0
55583,51.25,-108.25,0.6149090909090908,0.787,0.0,0.0,1.0
55584,51.25,-107.75,0.5491818181818182,0.661,0.8,0.0,1.0
55585,51.25,-107.25,0.4789090909090908,0.587,0.0,0.0,1.0
55586,51.25,-106.75,0.5603636363636364,0.661,0.0,0.0,1.0
55587,51.25,-106.25,0.4108181818181818,0.244,0.0,0.0,1.0
55588,51.25,-105.75,0.45236363636363647,0.48,0.0,0.0,1.0
55589,51.25,-105.25,0.5060909090909091,0.492,0.0,0.016,1.0
55590,51.25,-104.75,0.5740909090909091,0.535,1.0,0.0,1.0
55591,51.25,-104.25,0.7569090909090908,0.827,0.8,0.236,1.0
55592,51.25,-103.75,0.5906363636363635,0.661,0.0,0.0,1.0
55593,51.25,-103.25,0.6670909090909091,0.791,0.8,0.0,1.0
55594,51.25,-102.75,0.6653636363636363,0.815,0.8,0.028,1.0
55595,51.25,-102.25,0.7676363636363636,1.0,1.0,0.244,1.0
55596,51.25,-101.75,0.657,0.74,1.0,0.114,1.0
55597,51.25,-101.25,0.544,0.551,0.0,0.0,1.0
55598,51.25,-100.75,0.8847272727272727,0.996,1.0,0.244,1.0
55599,51.25,-100.25,0.7161818181818181,0.85,0.8,0.138,1.0
55600,51.25,-99.75,0.6230909090909091,0.594,1.0,0.043,1.0
55601,51.25,-99.25,0.8167272727272725,0.957,1.0,0.354,1.0
55602,51.25,-98.75,0.601909090909091,0.61,0.2,0.126,1.0
55603,51.25,-98.25,0.7985454545454544,1.0,1.0,0.008,1.0
55604,51.25,-97.75,0.6589090909090909,0.866,0.8,0.055,1.0
55605,51.25,-97.25,0.911909090909091,0.984,0.8,0.539,1.0
55606,51.25,-96.75,0.6685454545454546,0.783,1.0,0.016,1.0
55607,51.25,-96.25,0.8447272727272727,1.0,1.0,0.083,1.0
55608,51.25,-95.75,0.818090909090909,1.0,1.0,0.236,1.0
55609,51.25,-95.25,0.8810909090909091,1.0,1.0,0.291,1.0
55610,51.25,-94.75,0.8998181818181817,0.984,0.8,0.319,1.0
55611,51.25,-94.25,0.8471818181818183,1.0,1.0,0.0,1.0
55612,51.25,-93.75,0.8621818181818182,1.0,1.0,0.193,1.0
55613,51.25,-93.25,0.8475454545454546,1.0,1.0,0.063,1.0
55614,51.25,-92.75,0.8045454545454547,1.0,1.0,0.0,1.0
55615,51.25,-92.25,0.8146363636363637,1.0,1.0,0.0,1.0
55616,51.25,-91.75,0.7867272727272727,1.0,1.0,0.0,1.0
55617,51.25,-91.25,0.7674545454545455,0.965,1.0,0.0,1.0
55618,51.25,-90.75,0.7032727272727273,0.823,1.0,0.0,1.0
55619,51.25,-90.25,0.6829090909090909,0.941,1.0,0.012,1.0
55620,51.25,-89.75,0.7104545454545454,1.0,1.0,0.0,1.0
55621,51.25,-89.25,0.7232727272727273,0.976,1.0,0.0,1.0
55622,51.25,-88.75,0.6679090909090909,0.957,1.0,0.012,1.0
55623,51.25,-88.25,0.7275454545454546,0.976,1.0,0.0,1.0
55624,51.25,-87.75,0.7731818181818181,1.0,1.0,0.0,1.0
55625,51.25,-87.25,0.7606363636363637,1.0,1.0,0.0,1.0
55626,51.25,-86.75,0.768090909090909,1.0,1.0,0.043,1.0
55627,51.25,-86.25,0.7338181818181817,0.953,1.0,0.13,1.0
55628,51.25,-85.75,0.6918181818181818,0.634,1.0,0.0,1.0
55629,51.25,-85.25,0.8239090909090908,1.0,1.0,0.02,1.0
55630,51.25,-84.75,0.7977272727272726,1.0,1.0,0.051,1.0
55631,51.25,-84.25,0.8525454545454546,1.0,1.0,0.417,1.0
55632,51.25,-83.75,0.7649090909090909,1.0,1.0,0.165,1.0
55633,51.25,-83.25,0.7086363636363636,0.941,1.0,0.004,1.0
55634,51.25,-82.75,0.754090909090909,1.0,1.0,0.067,1.0
55635,51.25,-82.25,0.7516363636363637,1.0,1.0,0.008,1.0
55636,51.25,-81.75,0.6342727272727273,1.0,1.0,0.0,1.0
55637,51.25,-81.25,0.7395454545454545,1.0,1.0,0.0,1.0
55638,51.25,-80.75,0.9048181818181817,1.0,1.0,0.531,1.0
55639,51.25,-80.25,0.7559090909090909,1.0,1.0,0.0,1.0
55640,51.25,-79.75,0.7251818181818183,1.0,1.0,0.0,1.0
55641,51.25,-79.25,0.7841818181818183,1.0,1.0,0.0,1.0
55642,51.25,-78.75,0.7369090909090908,1.0,1.0,0.0,1.0
55643,51.25,-78.25,0.7198181818181818,0.969,1.0,0.0,1.0
55644,51.25,-77.75,0.646090909090909,0.705,1.0,0.0,1.0
55645,51.25,-77.25,0.6531818181818182,1.0,1.0,0.0,1.0
55646,51.25,-76.75,0.66,0.933,1.0,0.0,1.0
55647,51.25,-76.25,0.6238181818181818,1.0,1.0,0.0,1.0
55648,51.25,-75.75,0.6525454545454545,1.0,1.0,0.0,1.0
55649,51.25,-75.25,0.7096363636363636,0.972,1.0,0.004,1.0
55650,51.25,-74.75,0.7931818181818181,1.0,1.0,0.004,1.0
55651,51.25,-74.25,0.7222727272727273,1.0,1.0,0.0,1.0
55652,51.25,-73.75,0.7862727272727273,1.0,1.0,0.0,1.0
55653,51.25,-73.25,0.7828181818181817,1.0,1.0,0.0,1.0
55654,51.25,-72.75,0.7154545454545455,1.0,1.0,0.0,1.0
55655,51.25,-72.25,0.7899090909090909,1.0,1.0,0.0,1.0
55656,51.25,-71.75,0.878,1.0,1.0,0.335,1.0
55657,51.25,-71.25,0.8632727272727272,1.0,1.0,0.142,1.0
55658,51.25,-70.75,0.8493636363636363,1.0,1.0,0.0,1.0
55659,51.25,-70.25,0.9377272727272726,1.0,1.0,0.642,1.0
55660,51.25,-69.75,0.8324545454545454,1.0,1.0,0.071,1.0
55661,51.25,-69.25,0.8748181818181817,1.0,1.0,0.402,1.0
55662,51.25,-68.75,0.9055454545454545,1.0,1.0,0.445,1.0
55663,51.25,-68.25,0.8260000000000001,1.0,1.0,0.157,1.0
55664,51.25,-67.75,0.9451818181818182,1.0,1.0,0.677,1.0
55665,51.25,-67.25,0.9105454545454545,1.0,1.0,0.543,1.0
55666,51.25,-66.75,0.947,1.0,1.0,0.657,1.0
55667,51.25,-66.25,0.9026363636363637,1.0,1.0,0.409,1.0
55668,51.25,-65.75,0.8714545454545455,1.0,1.0,0.287,1.0
55669,51.25,-65.25,0.8851818181818184,1.0,1.0,0.268,1.0
55670,51.25,-64.75,0.9384545454545455,1.0,1.0,0.508,1.0
55671,51.25,-64.25,0.8622727272727274,1.0,1.0,0.02,1.0
55672,51.25,-63.75,0.9048181818181817,1.0,1.0,0.374,1.0
55673,51.25,-63.25,0.7892727272727273,1.0,1.0,0.024,1.0
55674,51.25,-62.75,0.786,1.0,1.0,0.0,1.0
55675,51.25,-62.25,0.8682727272727273,1.0,1.0,0.031,1.0
55676,51.25,-61.75,0.879,1.0,1.0,0.024,1.0
55677,51.25,-61.25,0.8139090909090908,1.0,1.0,0.0,1.0
55678,51.25,-60.75,0.8746363636363637,1.0,1.0,0.098,1.0
55679,51.25,-60.25,0.7498181818181819,0.98,1.0,0.055,1.0
56260,50.75,-129.75,0.6739999999999999,0.98,1.0,0.0,1.0
56261,50.75,-129.25,0.6635454545454547,0.839,1.0,0.0,1.0
56262,50.75,-128.75,0.7741818181818182,1.0,1.0,0.0,1.0
56263,50.75,-128.25,0.7053636363636364,0.988,1.0,0.0,1.0
56264,50.75,-127.75,0.728090909090909,0.906,1.0,0.0,1.0
56265,50.75,-127.25,0.6138181818181818,0.965,1.0,0.0,1.0
56266,50.75,-126.75,0.6460909090909092,0.937,1.0,0.0,1.0
56267,50.75,-126.25,0.7702727272727273,0.945,1.0,0.146,1.0
56268,50.75,-125.75,0.7880909090909092,0.831,1.0,0.228,1.0
56269,50.75,-125.25,0.7580909090909091,0.969,1.0,0.11,1.0
56270,50.75,-124.75,0.6709999999999999,0.795,1.0,0.059,1.0
56271,50.75,-124.25,0.6532727272727273,0.756,1.0,0.063,1.0
56272,50.75,-123.75,0.5740909090909091,0.685,1.0,0.0,1.0
56273,50.75,-123.25,0.697,0.665,1.0,0.028,1.0
56274,50.75,-122.75,0.6922727272727273,0.902,0.8,0.039,1.0
56275,50.75,-122.25,0.8063636363636363,0.941,1.0,0.13,1.0
56276,50.75,-121.75,0.7014545454545454,0.957,0.8,0.0,1.0
56277,50.75,-121.25,0.7164545454545455,0.921,1.0,0.102,1.0
56278,50.75,-120.75,0.7866363636363637,0.969,1.0,0.039,1.0
56279,50.75,-120.25,0.7208181818181818,0.988,1.0,0.051,1.0
56280,50.75,-119.75,0.8672727272727272,0.972,1.0,0.551,1.0
56281,50.75,-119.25,0.6933636363636364,0.76,1.0,0.0,1.0
56282,50.75,-118.75,0.8330909090909092,0.992,0.8,0.283,1.0
56283,50.75,-118.25,0.8947272727272729,0.996,1.0,0.461,1.0
56284,50.75,-117.75,0.8798181818181817,0.996,1.0,0.449,1.0
56285,50.75,-117.25,0.761,0.992,0.8,0.075,1.0
56286,50.75,-116.75,0.8185454545454545,0.961,1.0,0.028,1.0
56287,50.75,-116.25,0.7980909090909091,0.98,1.0,0.157,1.0
56288,50.75,-115.75,0.8089090909090909,0.913,1.0,0.051,1.0
56289,50.75,-115.25,0.8005454545454544,0.98,1.0,0.232,1.0
56290,50.75,-114.75,0.7282727272727272,0.713,0.6000000000000001,0.165,1.0
56291,50.75,-114.25,0.7974545454545453,0.988,0.8,0.114,1.0
56292,50.75,-113.75,0.6502727272727273,0.992,1.0,0.059,1.0
56293,50.75,-113.25,0.5952727272727273,1.0,1.0,0.0,1.0
56294,50.75,-112.75,0.6813636363636363,0.984,1.0,0.031,1.0
56295,50.75,-112.25,0.6836363636363636,0.878,0.8,0.016,1.0
56296,50.75,-111.75,0.7146363636363636,0.992,1.0,0.106,1.0
56297,50.75,-111.25,0.7845454545454544,0.972,0.8,0.138,1.0
56298,50.75,-110.75,0.7085454545454545,0.866,0.8,0.146,1.0
56299,50.75,-110.25,0.7723636363636364,0.839,1.0,0.228,1.0
56300,50.75,-109.75,0.612090909090909,0.756,0.0,0.0,1.0
56301,50.75,-109.25,0.512909090909091,0.476,0.0,0.0,1.0
56302,50.75,-108.75,0.4462727272727273,0.276,0.0,0.0,1.0
56303,50.75,-108.25,0.40990909090909095,0.339,0.0,0.0,1.0
56304,50.75,-107.75,0.5118181818181818,0.571,0.0,0.0,1.0
56305,50.75,-107.25,0.4340000000000001,0.236,0.0,0.0,1.0
56306,50.75,-106.75,0.40236363636363637,0.248,0.0,0.0,1.0
56307,50.75,-106.25,0.4232727272727273,0.303,0.0,0.0,1.0
56308,50.75,-105.75,0.3842727272727273,0.531,0.4,0.0,0.791
56309,50.75,-105.25,0.49318181818181817,0.524,0.0,0.0,1.0
56310,50.75,-104.75,0.5462727272727272,0.638,0.0,0.0,1.0
56311,50.75,-104.25,0.5218181818181818,0.496,0.2,0.0,1.0
56312,50.75,-103.75,0.6416363636363637,0.72,0.8,0.0,1.0
56313,50.75,-103.25,0.5694545454545454,0.685,0.6000000000000001,0.0,0.965
56314,50.75,-102.75,0.4814545454545454,0.496,0.0,0.0,1.0
56315,50.75,-102.25,0.5583636363636364,0.748,0.0,0.0,1.0
56316,50.75,-101.75,0.6326363636363637,0.874,0.8,0.0,1.0
56317,50.75,-101.25,0.7867272727272727,0.921,0.8,0.024,1.0
56318,50.75,-100.75,0.7949090909090909,1.0,1.0,0.114,1.0
56319,50.75,-100.25,0.8375454545454545,0.941,0.8,0.382,1.0
56320,50.75,-99.75,0.8070909090909091,0.945,1.0,0.327,1.0
56321,50.75,-99.25,0.8736363636363635,0.996,1.0,0.5,1.0
56322,50.75,-98.75,0.7631818181818182,0.894,0.4,0.425,1.0
56323,50.75,-98.25,0.744909090909091,0.89,1.0,0.028,1.0
56324,50.75,-97.75,0.6632727272727273,0.866,0.8,0.154,1.0
56325,50.75,-97.25,0.6914545454545455,0.752,0.6000000000000001,0.004,1.0
56326,50.75,-96.75,0.5360909090909091,0.657,0.0,0.0,1.0
56327,50.75,-96.25,0.8489090909090908,0.996,1.0,0.102,1.0
56328,50.75,-95.75,0.8325454545454547,1.0,1.0,0.118,1.0
56329,50.75,-95.25,0.9008181818181819,1.0,1.0,0.307,1.0
56330,50.75,-94.75,0.8847272727272727,1.0,1.0,0.0,1.0
56331,50.75,-94.25,0.8021818181818182,1.0,1.0,0.024,1.0
56332,50.75,-93.75,0.8246363636363637,0.965,1.0,0.295,1.0
56333,50.75,-93.25,0.8618181818181818,1.0,1.0,0.386,1.0
56334,50.75,-92.75,0.7837272727272727,1.0,1.0,0.051,1.0
56335,50.75,-92.25,0.8300909090909091,1.0,1.0,0.067,1.0
56336,50.75,-91.75,0.815,1.0,1.0,0.067,1.0
56337,50.75,-91.25,0.7880909090909092,1.0,1.0,0.008,1.0
56338,50.75,-90.75,0.7487272727272728,1.0,1.0,0.059,1.0
56339,50.75,-90.25,0.6881818181818182,0.787,1.0,0.0,1.0
56340,50.75,-89.75,0.6725454545454546,0.874,0.8,0.0,1.0
56341,50.75,-89.25,0.6786363636363636,0.933,1.0,0.0,1.0
56342,50.75,-88.75,0.6194545454545455,0.87,1.0,0.0,1.0
56343,50.75,-88.25,0.572,0.78,0.0,0.0,1.0
56344,50.75,-87.75,0.7351818181818182,1.0,1.0,0.0,1.0
56345,50.75,-87.25,0.7419999999999999,1.0,1.0,0.0,1.0
56346,50.75,-86.75,0.7562727272727272,1.0,1.0,0.0,1.0
56347,50.75,-86.25,0.754090909090909,0.827,1.0,0.331,1.0
56348,50.75,-85.75,0.7248181818181817,0.677,1.0,0.083,1.0
56349,50.75,-85.25,0.8676363636363637,1.0,1.0,0.575,1.0
56350,50.75,-84.75,0.8439090909090908,1.0,1.0,0.173,1.0
56351,50.75,-84.25,0.8703636363636366,1.0,1.0,0.303,1.0
56352,50.75,-83.75,0.7817272727272727,1.0,1.0,0.327,1.0
56353,50.75,-83.25,0.9015454545454546,1.0,1.0,0.52,1.0
56354,50.75,-82.75,0.7584545454545455,1.0,1.0,0.0,1.0
56355,50.75,-82.25,0.777,1.0,1.0,0.0,1.0
56356,50.75,-81.75,0.8407272727272727,1.0,1.0,0.24,1.0
56357,50.75,-81.25,0.8392727272727272,1.0,1.0,0.307,1.0
56358,50.75,-80.75,0.8732727272727273,1.0,1.0,0.177,1.0
