,latitude,longitude,mean_cloud_cover,median_cloud_cover,mode_cloud_cover,min_cloud_cover,max_cloud_cover
54895,51.75,-92.25,0.312,0.124,0.0,0.0,1.0
54896,51.75,-91.75,0.53625,0.543,0.0,0.059,1.0
54897,51.75,-91.25,0.5482499999999999,0.569,0.0,0.055,1.0
54898,51.75,-90.75,0.5117499999999999,0.5235,0.0,0.0,1.0
54899,51.75,-90.25,0.66225,0.8029999999999999,0.0,0.043,1.0
54900,51.75,-89.75,0.375,0.2145,0.0,0.071,1.0
54901,51.75,-89.25,0.5402499999999999,0.563,0.4,0.035,1.0
54902,51.75,-88.75,0.5627500000000001,0.5765,0.0,0.098,1.0
54903,51.75,-88.25,0.497,0.5,0.0,0.004,0.984
54904,51.75,-87.75,0.6515,0.7855,0.0,0.035,1.0
54905,51.75,-87.25,0.52275,0.5395,0.0,0.012,1.0
54906,51.75,-86.75,0.58675,0.6735,0.0,0.0,1.0
54907,51.75,-86.25,0.63575,0.74,0.6000000000000001,0.063,1.0
54908,51.75,-85.75,0.35524999999999995,0.2735,0.2,0.035,0.839
54909,51.75,-85.25,0.4125,0.33499999999999996,0.0,0.004,0.976
54910,51.75,-84.75,0.362,0.356,0.0,0.004,0.732
54911,51.75,-84.25,0.75275,0.925,0.8,0.161,1.0
54912,51.75,-83.75,0.66725,0.7735000000000001,1.0,0.122,1.0
54913,51.75,-83.25,0.64375,0.762,1.0,0.051,1.0
54914,51.75,-82.75,0.77175,1.0,1.0,0.087,1.0
54915,51.75,-82.25,0.7285,0.7875,1.0,0.339,1.0
54916,51.75,-81.75,0.5700000000000001,0.5985,0.0,0.083,1.0
54917,51.75,-81.25,0.54325,0.5865,0.0,0.0,1.0
54918,51.75,-80.75,0.6239999999999999,0.7285,1.0,0.039,1.0
54919,51.75,-80.25,0.625,0.75,1.0,0.0,1.0
54920,51.75,-79.75,0.53925,0.5785,0.0,0.0,1.0
54921,51.75,-79.25,0.63575,0.7715,0.0,0.0,1.0
54922,51.75,-78.75,0.7322500000000001,0.9410000000000001,1.0,0.047,1.0
54923,51.75,-78.25,0.751,1.0,1.0,0.004,1.0
54924,51.75,-77.75,0.7577499999999999,1.0,1.0,0.031,1.0
54925,51.75,-77.25,0.7597499999999999,1.0,1.0,0.039,1.0
54926,51.75,-76.75,0.7637499999999999,1.0,1.0,0.055,1.0
54927,51.75,-76.25,0.7717499999999999,0.9685,1.0,0.15,1.0
54928,51.75,-75.75,0.7245,0.9155,1.0,0.067,1.0
54929,51.75,-75.25,0.754,1.0,1.0,0.016,1.0
54930,51.75,-74.75,0.76275,1.0,1.0,0.051,1.0
54931,51.75,-74.25,0.751,1.0,1.0,0.004,1.0
54932,51.75,-73.75,0.72525,0.868,1.0,0.165,1.0
54933,51.75,-73.25,0.79125,1.0,1.0,0.165,1.0
54934,51.75,-72.75,0.91725,1.0,1.0,0.669,1.0
54935,51.75,-72.25,0.8495,1.0,1.0,0.398,1.0
54936,51.75,-71.75,0.7845,1.0,1.0,0.138,1.0
54937,51.75,-71.25,0.75,1.0,1.0,0.0,1.0
54938,51.75,-70.75,0.745,0.99,1.0,0.0,1.0
54939,51.75,-70.25,0.69375,0.8875,0.8,0.0,1.0
54940,51.75,-69.75,0.7204999999999999,0.9410000000000001,0.8,0.0,1.0
54941,51.75,-69.25,0.52275,0.5455,0.0,0.0,1.0
54942,51.75,-68.75,0.7537499999999999,0.9485,0.8,0.118,1.0
54943,51.75,-68.25,0.7755,0.925,1.0,0.252,1.0
54944,51.75,-67.75,0.66925,0.8385,1.0,0.0,1.0
54945,51.75,-67.25,0.751,1.0,1.0,0.004,1.0
54946,51.75,-66.75,0.75,1.0,1.0,0.0,1.0
54947,51.75,-66.25,0.75,1.0,1.0,0.0,1.0
54948,51.75,-65.75,0.75,1.0,1.0,0.0,1.0
54949,51.75,-65.25,0.75,1.0,1.0,0.0,1.0
54950,51.75,-64.75,0.75,1.0,1.0,0.0,1.0
54951,51.75,-64.25,0.75,1.0,1.0,0.0,1.0
54952,51.75,-63.75,0.75,1.0,1.0,0.0,1.0
54953,51.75,-63.25,0.75,1.0,1.0,0.0,1.0
54954,51.75,-62.75,0.75,1.0,1.0,0.0,1.0
54955,51.75,-62.25,0.75,1.0,1.0,0.0,1.0
54956,51.75,-61.75,0.757,1.0,1.0,0.028,1.0
54957,51.75,-61.25,0.75,1.0,1.0,0.0,1.0
54958,51.75,-60.75,0.75,1.0,1.0,0.0,1.0
54959,51.75,-60.25,0.75,1.0,1.0,0.0,1.0
55540,51.25,-129.75,0.6655,0.7265,1.0,0.209,1.0
55541,51.25,-129.25,0.88375,1.0,1.0,0.535,1.0
55542,51.25,-128.75,0.87,1.0,1.0,0.48,1.0
55543,51.25,-128.25,0.627,0.754,0.0,0.0,1.0
55544,51.25,-127.75,0.80525,0.878,1.0,0.465,1.0
55545,51.25,-127.25,0.754,1.0,1.0,0.016,1.0
55546,51.25,-126.75,0.82675,1.0,1.0,0.307,1.0
55547,51.25,-126.25,0.79725,1.0,1.0,0.189,1.0
55548,51.25,-125.75,0.9842500000000001,1.0,1.0,0.937,1.0
55549,51.25,-125.25,0.78925,1.0,1.0,0.157,1.0
55550,51.25,-124.75,0.6869999999999999,0.7285,1.0,0.291,1.0
55551,51.25,-124.25,0.8140000000000001,1.0,1.0,0.256,1.0
55552,51.25,-123.75,0.86125,0.998,1.0,0.449,1.0
55553,51.25,-123.25,0.9329999999999999,0.9585,0.8,0.815,1.0
55554,51.25,-122.75,0.9387500000000001,0.9525,0.8,0.85,1.0
55555,51.25,-122.25,0.74525,0.8445,0.8,0.343,0.949
55556,51.25,-121.75,0.61625,0.7224999999999999,0.0,0.02,1.0
55557,51.25,-121.25,0.7125,0.8955,1.0,0.059,1.0
55558,51.25,-120.75,0.76975,0.998,1.0,0.083,1.0
55559,51.25,-120.25,0.64075,0.742,0.0,0.079,1.0
55560,51.25,-119.75,0.76775,1.0,1.0,0.071,1.0
55561,51.25,-119.25,0.76275,1.0,1.0,0.051,1.0
55562,51.25,-118.75,0.626,0.6615,1.0,0.181,1.0
55563,51.25,-118.25,0.5875,0.612,1.0,0.126,1.0
55564,51.25,-117.75,0.503,0.506,0.0,0.0,1.0
55565,51.25,-117.25,0.74325,0.9844999999999999,1.0,0.004,1.0
55566,51.25,-116.75,0.71075,0.9215,1.0,0.0,1.0
55567,51.25,-116.25,0.6015,0.6025,0.2,0.201,1.0
55568,51.25,-115.75,0.7095,0.8365,1.0,0.165,1.0
55569,51.25,-115.25,0.683,0.7815,0.8,0.181,0.988
55570,51.25,-114.75,0.58575,0.6715,1.0,0.0,1.0
55571,51.25,-114.25,0.75875,0.992,1.0,0.051,1.0
55572,51.25,-113.75,0.75,1.0,1.0,0.0,1.0
55573,51.25,-113.25,0.623,0.679,1.0,0.134,1.0
55574,51.25,-112.75,0.817,0.874,1.0,0.52,1.0
55575,51.25,-112.25,0.67625,0.7145,0.2,0.276,1.0
55576,51.25,-111.75,0.9065,0.9075,0.8,0.811,1.0
55577,51.25,-111.25,0.75975,0.927,1.0,0.185,1.0
55578,51.25,-110.75,0.51475,0.5295000000000001,0.4,0.0,1.0
55579,51.25,-110.25,0.4565,0.41300000000000003,0.0,0.0,1.0
55580,51.25,-109.75,0.45075,0.38949999999999996,0.0,0.024,1.0
55581,51.25,-109.25,0.48425,0.512,0.0,0.0,0.913
55582,51.25,-108.75,0.619,0.7715000000000001,0.8,0.0,0.933
55583,51.25,-108.25,0.6742499999999999,0.622,0.4,0.453,1.0
55584,51.25,-107.75,0.8425,0.9704999999999999,1.0,0.429,1.0
55585,51.25,-107.25,0.92225,0.998,1.0,0.693,1.0
55586,51.25,-106.75,0.7045,0.797,0.2,0.224,1.0
55587,51.25,-106.25,0.80925,0.7935,0.6000000000000001,0.65,1.0
55588,51.25,-105.75,0.6769999999999999,0.7125,0.2,0.283,1.0
55589,51.25,-105.25,0.6437499999999999,0.762,0.8,0.102,0.949
55590,51.25,-104.75,0.56575,0.6315,0.0,0.0,1.0
55591,51.25,-104.25,0.7235,0.9470000000000001,1.0,0.0,1.0
55592,51.25,-103.75,0.72925,0.9585,1.0,0.0,1.0
55593,51.25,-103.25,0.75,1.0,1.0,0.0,1.0
55594,51.25,-102.75,0.75,1.0,1.0,0.0,1.0
55595,51.25,-102.25,0.7165,0.933,1.0,0.0,1.0
55596,51.25,-101.75,0.7322500000000001,0.9645,1.0,0.0,1.0
55597,51.25,-101.25,0.69875,0.8975,1.0,0.0,1.0
55598,51.25,-100.75,0.745,0.99,1.0,0.0,1.0
55599,51.25,-100.25,0.75,1.0,1.0,0.0,1.0
55600,51.25,-99.75,0.7885,0.8485,1.0,0.457,1.0
55601,51.25,-99.25,0.75,1.0,1.0,0.0,1.0
55602,51.25,-98.75,0.69975,0.8069999999999999,1.0,0.185,1.0
55603,51.25,-98.25,0.747,0.992,1.0,0.004,1.0
55604,51.25,-97.75,0.82775,1.0,1.0,0.311,1.0
55605,51.25,-97.25,0.752,1.0,1.0,0.008,1.0
55606,51.25,-96.75,0.35550000000000004,0.201,0.0,0.02,1.0
55607,51.25,-96.25,0.75975,0.994,1.0,0.051,1.0
55608,51.25,-95.75,0.50875,0.5175,0.0,0.0,1.0
55609,51.25,-95.25,0.495,0.488,0.0,0.004,1.0
55610,51.25,-94.75,0.57175,0.622,0.0,0.043,1.0
55611,51.25,-94.25,0.33475,0.17550000000000002,0.0,0.0,0.988
55612,51.25,-93.75,0.39775,0.27599999999999997,0.0,0.039,1.0
55613,51.25,-93.25,0.326,0.148,0.0,0.008,1.0
55614,51.25,-92.75,0.39349999999999996,0.2515,0.0,0.071,1.0
55615,51.25,-92.25,0.28125,0.0625,0.0,0.0,1.0
55616,51.25,-91.75,0.318,0.179,0.0,0.024,0.89
55617,51.25,-91.25,0.453,0.394,0.0,0.024,1.0
55618,51.25,-90.75,0.5794999999999999,0.6435,1.0,0.031,1.0
55619,51.25,-90.25,0.5845,0.6435,0.0,0.051,1.0
55620,51.25,-89.75,0.64675,0.7795000000000001,1.0,0.028,1.0
55621,51.25,-89.25,0.6772499999999999,0.833,0.0,0.043,1.0
55622,51.25,-88.75,0.67625,0.827,1.0,0.051,1.0
55623,51.25,-88.25,0.6575,0.815,0.0,0.0,1.0
55624,51.25,-87.75,0.481,0.5529999999999999,0.6000000000000001,0.035,0.783
55625,51.25,-87.25,0.61025,0.7205,0.6000000000000001,0.0,1.0
55626,51.25,-86.75,0.73325,0.9155,0.8,0.102,1.0
55627,51.25,-86.25,0.65575,0.77,0.8,0.154,0.929
55628,51.25,-85.75,0.5855,0.6435,1.0,0.055,1.0
55629,51.25,-85.25,0.58475,0.557,0.2,0.26,0.965
55630,51.25,-84.75,0.7225,0.762,0.2,0.366,1.0
55631,51.25,-84.25,0.81475,0.986,1.0,0.287,1.0
55632,51.25,-83.75,0.83075,1.0,1.0,0.323,1.0
55633,51.25,-83.25,0.67425,0.7735000000000001,1.0,0.15,1.0
55634,51.25,-82.75,0.8089999999999999,0.9625,1.0,0.311,1.0
55635,51.25,-82.25,0.74525,0.8505,1.0,0.28,1.0
55636,51.25,-81.75,0.7155,0.7225,0.4,0.417,1.0
55637,51.25,-81.25,0.6367499999999999,0.7045,1.0,0.138,1.0
55638,51.25,-80.75,0.9155,0.9724999999999999,1.0,0.717,1.0
55639,51.25,-80.25,0.76275,1.0,1.0,0.051,1.0
55640,51.25,-79.75,0.75,1.0,1.0,0.0,1.0
55641,51.25,-79.25,0.76875,1.0,1.0,0.075,1.0
55642,51.25,-78.75,0.7815,0.996,1.0,0.134,1.0
55643,51.25,-78.25,0.7577499999999999,0.996,1.0,0.039,1.0
55644,51.25,-77.75,0.79425,0.992,1.0,0.193,1.0
55645,51.25,-77.25,0.61425,0.63,1.0,0.197,1.0
55646,51.25,-76.75,0.5915,0.6575,1.0,0.051,1.0
55647,51.25,-76.25,0.76675,1.0,1.0,0.067,1.0
55648,51.25,-75.75,0.76875,1.0,1.0,0.075,1.0
55649,51.25,-75.25,0.82675,1.0,1.0,0.307,1.0
55650,51.25,-74.75,0.8049999999999999,1.0,1.0,0.22,1.0
55651,51.25,-74.25,0.76475,0.9605,1.0,0.138,1.0
55652,51.25,-73.75,0.7165,0.9115,1.0,0.043,1.0
55653,51.25,-73.25,0.7805,1.0,1.0,0.122,1.0
55654,51.25,-72.75,0.79925,0.992,1.0,0.213,1.0
55655,51.25,-72.25,0.8594999999999999,0.9844999999999999,1.0,0.469,1.0
55656,51.25,-71.75,0.86625,0.9804999999999999,1.0,0.504,1.0
55657,51.25,-71.25,0.73325,0.9665,1.0,0.0,1.0
55658,51.25,-70.75,0.68,0.8069999999999999,1.0,0.106,1.0
55659,51.25,-70.25,0.7302500000000001,0.87,1.0,0.181,1.0
55660,51.25,-69.75,0.692,0.884,1.0,0.0,1.0
55661,51.25,-69.25,0.76275,0.862,1.0,0.327,1.0
55662,51.25,-68.75,0.742,0.872,1.0,0.224,1.0
55663,51.25,-68.25,0.63,0.758,1.0,0.004,1.0
55664,51.25,-67.75,0.808,0.925,1.0,0.382,1.0
55665,51.25,-67.25,0.73125,0.927,1.0,0.071,1.0
55666,51.25,-66.75,0.747,0.986,1.0,0.016,1.0
55667,51.25,-66.25,0.7205,0.886,1.0,0.11,1.0
55668,51.25,-65.75,0.75,1.0,1.0,0.0,1.0
55669,51.25,-65.25,0.75,1.0,1.0,0.0,1.0
55670,51.25,-64.75,0.75,1.0,1.0,0.0,1.0
55671,51.25,-64.25,0.75,1.0,1.0,0.0,1.0
55672,51.25,-63.75,0.75,1.0,1.0,0.0,1.0
55673,51.25,-63.25,0.745,0.99,0.8,0.0,1.0
55674,51.25,-62.75,0.75,1.0,1.0,0.0,1.0
55675,51.25,-62.25,0.7677499999999999,1.0,1.0,0.071,1.0
55676,51.25,-61.75,0.79825,0.998,1.0,0.197,1.0
55677,51.25,-61.25,0.76275,1.0,1.0,0.051,1.0
55678,51.25,-60.75,0.808,1.0,1.0,0.232,1.0
55679,51.25,-60.25,0.8465,1.0,1.0,0.386,1.0
56260,50.75,-129.75,0.95475,0.9645,0.8,0.89,1.0
56261,50.75,-129.25,0.7725,0.8069999999999999,1.0,0.476,1.0
56262,50.75,-128.75,0.92125,0.9804999999999999,1.0,0.724,1.0
56263,50.75,-128.25,0.795,0.8245,0.4,0.531,1.0
56264,50.75,-127.75,0.8059999999999999,0.9665,1.0,0.291,1.0
56265,50.75,-127.25,0.75,1.0,1.0,0.0,1.0
56266,50.75,-126.75,0.76675,1.0,1.0,0.067,1.0
56267,50.75,-126.25,0.75775,1.0,1.0,0.031,1.0
56268,50.75,-125.75,0.88,1.0,1.0,0.52,1.0
56269,50.75,-125.25,0.8465,1.0,1.0,0.386,1.0
56270,50.75,-124.75,0.76675,1.0,1.0,0.067,1.0
56271,50.75,-124.25,0.76375,1.0,1.0,0.055,1.0
56272,50.75,-123.75,0.75,1.0,1.0,0.0,1.0
56273,50.75,-123.25,0.63875,0.7775000000000001,1.0,0.0,1.0
56274,50.75,-122.75,0.7945,0.9824999999999999,1.0,0.213,1.0
56275,50.75,-122.25,0.925,0.988,1.0,0.724,1.0
56276,50.75,-121.75,0.73125,0.8485,0.2,0.228,1.0
56277,50.75,-121.25,0.66925,0.7735000000000001,0.8,0.134,0.996
56278,50.75,-120.75,0.58475,0.701,0.8,0.0,0.937
56279,50.75,-120.25,0.58,0.709,0.8,0.0,0.902
56280,50.75,-119.75,0.81125,0.9530000000000001,1.0,0.339,1.0
56281,50.75,-119.25,0.64175,0.7775000000000001,0.8,0.024,0.988
56282,50.75,-118.75,0.5322499999999999,0.547,0.0,0.035,1.0
56283,50.75,-118.25,0.569,0.573,0.0,0.13,1.0
56284,50.75,-117.75,0.5235,0.5315,0.0,0.031,1.0
56285,50.75,-117.25,0.5885,0.677,1.0,0.0,1.0
56286,50.75,-116.75,0.7577499999999999,1.0,1.0,0.031,1.0
56287,50.75,-116.25,0.7135,0.9055,1.0,0.043,1.0
56288,50.75,-115.75,0.57375,0.63,1.0,0.035,1.0
56289,50.75,-115.25,0.67225,0.754,1.0,0.181,1.0
56290,50.75,-114.75,0.4645,0.429,0.0,0.0,1.0
56291,50.75,-114.25,0.6545,0.8089999999999999,0.0,0.0,1.0
56292,50.75,-113.75,0.70875,0.9175,0.8,0.0,1.0
56293,50.75,-113.25,0.739,0.9585,1.0,0.039,1.0
56294,50.75,-112.75,0.56025,0.587,0.4,0.067,1.0
56295,50.75,-112.25,0.74,0.8049999999999999,0.2,0.35,1.0
56296,50.75,-111.75,0.42025,0.3405,0.2,0.0,1.0
56297,50.75,-111.25,0.632,0.754,1.0,0.02,1.0
56298,50.75,-110.75,0.4055,0.311,0.0,0.0,1.0
56299,50.75,-110.25,0.41425,0.3285,0.0,0.0,1.0
56300,50.75,-109.75,0.38775000000000004,0.2755,0.0,0.0,1.0
56301,50.75,-109.25,0.34850000000000003,0.3405,0.0,0.008,0.705
56302,50.75,-108.75,0.5097499999999999,0.5569999999999999,0.0,0.0,0.925
56303,50.75,-108.25,0.692,0.884,0.8,0.0,1.0
56304,50.75,-107.75,0.9065,0.988,1.0,0.65,1.0
56305,50.75,-107.25,0.747,0.7655000000000001,0.4,0.457,1.0
56306,50.75,-106.75,0.7460000000000001,0.7735000000000001,0.4,0.437,1.0
56307,50.75,-106.25,0.83175,0.8465,0.6000000000000001,0.634,1.0
56308,50.75,-105.75,0.7185,0.8505,0.0,0.173,1.0
56309,50.75,-105.25,0.5325,0.577,0.0,0.0,0.976
56310,50.75,-104.75,0.619,0.742,0.6000000000000001,0.0,0.992
56311,50.75,-104.25,0.57575,0.6515,1.0,0.0,1.0
56312,50.75,-103.75,0.70075,0.86,1.0,0.083,1.0
56313,50.75,-103.25,0.744,0.988,1.0,0.0,1.0
56314,50.75,-102.75,0.6545,0.746,0.0,0.126,1.0
56315,50.75,-102.25,0.7245,0.9490000000000001,0.8,0.0,1.0
56316,50.75,-101.75,0.73925,0.9784999999999999,1.0,0.0,1.0
56317,50.75,-101.25,0.746,0.992,1.0,0.0,1.0
56318,50.75,-100.75,0.744,0.988,1.0,0.0,1.0
56319,50.75,-100.25,0.75075,0.986,1.0,0.031,1.0
56320,50.75,-99.75,0.7145,0.929,1.0,0.0,1.0
56321,50.75,-99.25,0.73525,0.9704999999999999,1.0,0.0,1.0
56322,50.75,-98.75,0.73425,0.9015,1.0,0.134,1.0
56323,50.75,-98.25,0.75475,0.8935,1.0,0.232,1.0
56324,50.75,-97.75,0.6495,0.7989999999999999,1.0,0.0,1.0
56325,50.75,-97.25,0.51075,0.504,0.0,0.035,1.0
56326,50.75,-96.75,0.35224999999999995,0.20450000000000002,0.0,0.0,1.0
56327,50.75,-96.25,0.6809999999999999,0.8505,0.8,0.035,0.988
56328,50.75,-95.75,0.5325,0.565,0.0,0.0,1.0
56329,50.75,-95.25,0.47925,0.4585,0.4,0.0,1.0
56330,50.75,-94.75,0.5077499999999999,0.5115,0.0,0.008,1.0
56331,50.75,-94.25,0.505,0.51,0.0,0.0,1.0
56332,50.75,-93.75,0.5435,0.6125,0.0,0.016,0.933
56333,50.75,-93.25,0.46275000000000005,0.4115,0.0,0.028,1.0
56334,50.75,-92.75,0.3425,0.181,0.0,0.008,1.0
56335,50.75,-92.25,0.4225,0.34099999999999997,0.0,0.008,1.0
56336,50.75,-91.75,0.48025,0.4585,0.0,0.004,1.0
56337,50.75,-91.25,0.54725,0.579,0.0,0.031,1.0
56338,50.75,-90.75,0.55125,0.5925,0.0,0.02,1.0
56339,50.75,-90.25,0.5865,0.614,0.0,0.118,1.0
56340,50.75,-89.75,0.61125,0.7204999999999999,0.0,0.004,1.0
56341,50.75,-89.25,0.685,0.8525,1.0,0.035,1.0
56342,50.75,-88.75,0.61025,0.7165,0.6000000000000001,0.02,0.988
56343,50.75,-88.25,0.31100000000000005,0.2895,0.0,0.0,0.665
56344,50.75,-87.75,0.622,0.74,0.0,0.008,1.0
56345,50.75,-87.25,0.7510000000000001,0.7735000000000001,0.6000000000000001,0.646,0.811
56346,50.75,-86.75,0.65325,0.7889999999999999,0.8,0.098,0.937
56347,50.75,-86.25,0.85425,0.9115,0.8,0.594,1.0
56348,50.75,-85.75,0.8454999999999999,0.9055,0.8,0.571,1.0
56349,50.75,-85.25,0.73325,0.817,0.2,0.299,1.0
56350,50.75,-84.75,0.8062499999999999,0.823,1.0,0.579,1.0
56351,50.75,-84.25,0.7785000000000001,0.9450000000000001,1.0,0.224,1.0
56352,50.75,-83.75,0.7825,0.931,1.0,0.268,1.0
56353,50.75,-83.25,0.9115,1.0,1.0,0.646,1.0
56354,50.75,-82.75,0.7912500000000001,0.9685,1.0,0.228,1.0
56355,50.75,-82.25,0.75,0.819,1.0,0.362,1.0
56356,50.75,-81.75,0.745,0.8305,1.0,0.319,1.0
56357,50.75,-81.25,0.7955,0.9530000000000001,1.0,0.276,1.0
56358,50.75,-80.75,0.8927499999999999,1.0,1.0,0.571,1.0
56359,50.75,-80.25,0.83175,1.0,1.0,0.327,1.0
56360,50.75,-79.75,0.7815,1.0,1.0,0.126,1.0
56361,50.75,-79.25,0.75,1.0,1.0,0.0,1.0
56362,50.75,-78.75,0.75,1.0,1.0,0.0,1.0
56363,50.75,-78.25,0.751,1.0,1.0,0.004,1.0
56364,50.75,-77.75,0.79625,1.0,1.0,0.185,1.0
56365,50.75,-77.25,0.7775000000000001,1.0,1.0,0.11,1.0
56366,50.75,-76.75,0.8069999999999999,1.0,1.0,0.228,1.0
56367,50.75,-76.25,0.82375,1.0,1.0,0.295,1.0
56368,50.75,-75.75,0.8140000000000001,1.0,1.0,0.256,1.0
56369,50.75,-75.25,0.7835,1.0,1.0,0.134,1.0
56370,50.75,-74.75,0.7735000000000001,1.0,1.0,0.094,1.0
56371,50.75,-74.25,0.6505,0.7969999999999999,1.0,0.008,1.0
56372,50.75,-73.75,0.7835,1.0,1.0,0.134,1.0
56373,50.75,-73.25,0.8099999999999999,0.9764999999999999,1.0,0.287,1.0
56374,50.75,-72.75,0.864,0.8935,0.6000000000000001,0.669,1.0
56375,50.75,-72.25,0.87,0.9545,1.0,0.571,1.0
56376,50.75,-71.75,0.87025,0.9764999999999999,1.0,0.528,1.0
56377,50.75,-71.25,0.7315,0.9510000000000001,1.0,0.024,1.0
56378,50.75,-70.75,0.69975,0.8995,1.0,0.0,1.0
56379,50.75,-70.25,0.7235,0.7305,0.4,0.433,1.0
